RA, CÓDIGO 
11202131447, DB2BCK0104-15SA
11202212531, DC1ESTO011-17SA
11202212531, NA2MCTB001-17SA
11201810996, DB1ESHC016-17SB
11202310093, DA1ESHR004-13SB
11202310093, DAESHR029-21SB
11201932489, DA1ESHP009-13SB
11201922369, NAESTE018-17SA
11202131856, NA1ESHC012-21SB
11202020411, DA1ESHP021-13SB
11201811347, NA1NHZ2044-11SB
11202020231, DANHZ3043-15SA
11201810293, NA1MCZC018-20SB
11201810293, NA1ESTU031-17SA
11201810293, NA1LIE0001-19SA
11202112009, NAESTI020-17SA
11202021753, DA1MCTB009-17SA
11202021753, DC1ESTO011-17SA
11202020095, NA1ESTU039-17SA
11201811693, DA2BCJ0204-15SA
11201811693, DB2BCN0407-15SA
11202111998, NA1NHT4030-15SA
11202131411, NB1BHP0001-15SB
11202131411, NB1BCL0306-15SB
11202131411, NA2BIN0406-15SB
11202231489, DA1ESTO005-17SB
11068514, NA1ESZM002-17SA
11068514, NA1ESTU021-17SA
11068514, NA1ESTU039-17SA
11068514, NAESZI016-17SA
11068514, NA1NHZ4081-20SB
11201722546, DA1BCN0404-15SB
11201722546, DA4BIS0003-15SA
11201921749, NA1NHT4056-15SA
11201722653, NA2MCTA016-13SA
11202022122, NAESTG002-17SB
11202022122, NAESTG003-17SB
11202022122, NB1ESTO902-17SA
11201811577, NA1ESHC032-17SB
11201722661, NAESZC024-17SB
11201811709, NAESHR029-21SB
11201922346, NA1ESHC013-21SB
11050915, NB1ESTA003-17SA
11137409, DA1BHS0005-19SB
11202231261, DA1BCN0404-15SB
11202231261, NANHT1071-15SA
11202111480, DA1MCTC021-20SB
11202111480, DA1MCTC009-15SB
11201921078, NB1BCS0002-15SB
11201921078, DB1ESHC016-17SB
11202022098, NA1MCZA002-17SA
11202022098, NB2ESTO011-17SA
11202022098, NA2MCTA024-13SA
11202112057, NA1MCTC020-15SB
11202112057, NB2BCN0407-15SB
21068214, NAESTS016-17SB
11202231394, NA1MCTC009-15SB
11201921473, NA1ESTM017-17SA
11202022197, NAESHR007-21SB
11202231401, DABCL0306-15SA
11202231156, DB1ESTO012-17SA
11202130699, NA2BCK0104-15SA
11201810331, DAESTG005-17SB
11202212404, DC1ESTO011-17SA
11202130696, DB1BCK0104-15SA
11202130024, DB1ESTO013-17SB
11202130020, NAESTE034-17SA
21005816, DA2MCTA025-13SA
11201922372, ND1ESTO902-17SB
11202130016, DA1ESTO014-17SA
